Compound,Date,Negative,Neutral,Positive,Target,Tweet,Tweets Ago
-0.2732,Sat Mar 24 02:09:35 +0000 2018,0.913,0.087,0.0,CNN,Why build a bigger cruise ship when you can just cut one in half and add an extra 50 feet to the middle?… https://t.co/Gk41THywKV,60
0.2846,Sat Mar 24 04:47:27 +0000 2018,0.634,0.15,0.216,CNN,These New York police officers were outnumbered in this adorable snowball fight https://t.co/BOxryZ3vmA,61
0.0,Sat Mar 24 04:31:05 +0000 2018,1.0,0.0,0.0,CNN,"K-pop group Red Velvet will be part of a group of South Korean pop stars who will be performing in Pyongyang, North… https://t.co/KUetUTpnKz",62
0.0,Sat Mar 24 04:16:01 +0000 2018,1.0,0.0,0.0,CNN,Elon Musk nonchalantly erased Tesla and SpaceX from Facebook https://t.co/qMDTGmYeVE https://t.co/gzNLaDAlAU,63
-0.7096,Sat Mar 24 04:08:06 +0000 2018,0.763,0.237,0.0,CNN,"When a gunman killed 26 at her school, Lauren Milgram, then just 6, hid in a bathroom. Now, the 12-year-old is marc… https://t.co/ki9WVaTFdx",64
-0.5574,Sat Mar 24 04:01:01 +0000 2018,0.833,0.167,0.0,CNN,"Sudan, a northern white rhino and the last male of his subspecies, has died. Photographer @Amivee chronicled the fi… https://t.co/4sYmt1UnBA",65
0.3182,Sat Mar 24 03:54:21 +0000 2018,0.881,0.0,0.119,CNN,"North Korea accepts South Korea’s proposal to hold high-level talks on March 29, Seoul's Unification Ministry says… https://t.co/NklKxXah6N",66
0.7096,Sat Mar 24 03:45:18 +0000 2018,0.642,0.087,0.272,CNN,How much of a struggle is it for transgender or intersex individuals to find acceptance and love in modern-day Indi… https://t.co/tIuvh9nxQY,67
-0.1796,Sat Mar 24 03:36:03 +0000 2018,0.693,0.169,0.138,CNN,The Trump era has been very good to Iraq War hawks | Analysis by CNN's Gregory Krieg https://t.co/V7rmQ91TcY https://t.co/bTKR2Vtt6C,68
0.128,Sat Mar 24 03:31:06 +0000 2018,0.919,0.0,0.081,CNN,At least one investigation has been launched into how a senior adviser to Veterans Affairs Secretary David Shulkin… https://t.co/obTgPuXNkK,69
-0.5423,Sat Mar 24 03:16:04 +0000 2018,0.8,0.2,0.0,CNN,"A video shows a fatal police shooting of an Illinois woman, and her family wants answers https://t.co/22G4LKFKj8",70
0.0,Sat Mar 24 03:07:37 +0000 2018,1.0,0.0,0.0,CNN,The 26 oddest lines from Donald Trump's totally bizarro omnibus signing announcement | Analysis by CNN's Chris Cill… https://t.co/a8gg0xIxix,71
0.0,Sat Mar 24 03:01:02 +0000 2018,0.769,0.115,0.115,CNN,Exclusive: Inside the base that would oversee a US nuclear strike https://t.co/KIFZL3gMMz https://t.co/fpqL5PGdqW,72
0.0,Sat Mar 24 02:51:23 +0000 2018,1.0,0.0,0.0,CNN,"Why I'm marching on Saturday ... in a wheelchair || Karina Vargas, who was shot outside her school in Colorado, wri… https://t.co/NlVwhhbu8C",73
-0.5574,Sat Mar 24 02:46:03 +0000 2018,0.847,0.153,0.0,CNN,"Five years on, Chinese doctor Zhang Qimao still simmers with rage over what happened to her when she reported a sex… https://t.co/adCpsQVwZg",74
-0.5574,Sat Mar 24 02:37:07 +0000 2018,0.833,0.167,0.0,CNN,RT @CNNTonight: The White House announces a policy to ban most transgender troops from serving in the military https://t.co/L8gejLhYc9 http…,75
0.743,Sat Mar 24 02:36:48 +0000 2018,0.76,0.0,0.24,CNN,"RT @AC360: Former Cambridge Analytica staff say a super PAC run by John Bolton, President Trump's new national security adviser, used the c…",76
-0.3818,Sat Mar 24 02:35:41 +0000 2018,0.86,0.14,0.0,CNN,"With Lt. Gen H.R. McMaster's departure, the White House is losing a real warrior, writes @peterbergencnn via… https://t.co/dSVJ5WvKgM",77
-0.2732,Sat Mar 24 02:30:18 +0000 2018,0.9,0.1,0.0,CNN,The lawyer representing the porn star suing President Donald Trump called a tweet he posted of an apparent data dis… https://t.co/Y8bkEh0OmG,78
-0.5719,Sat Mar 24 02:16:07 +0000 2018,0.793,0.207,0.0,CNN,"Former Deputy FBI Director Andrew McCabe is speaking out about his recent firing, saying the allegations of ""lack o… https://t.co/k2ORmOkeeH",79
-0.2732,Sat Mar 24 02:09:35 +0000 2018,0.913,0.087,0.0,CNN,Why build a bigger cruise ship when you can just cut one in half and add an extra 50 feet to the middle?… https://t.co/Gk41THywKV,80
0.2846,Sat Mar 24 04:47:27 +0000 2018,0.634,0.15,0.216,CNN,These New York police officers were outnumbered in this adorable snowball fight https://t.co/BOxryZ3vmA,81
0.0,Sat Mar 24 04:31:05 +0000 2018,1.0,0.0,0.0,CNN,"K-pop group Red Velvet will be part of a group of South Korean pop stars who will be performing in Pyongyang, North… https://t.co/KUetUTpnKz",82
0.0,Sat Mar 24 04:16:01 +0000 2018,1.0,0.0,0.0,CNN,Elon Musk nonchalantly erased Tesla and SpaceX from Facebook https://t.co/qMDTGmYeVE https://t.co/gzNLaDAlAU,83
-0.7096,Sat Mar 24 04:08:06 +0000 2018,0.763,0.237,0.0,CNN,"When a gunman killed 26 at her school, Lauren Milgram, then just 6, hid in a bathroom. Now, the 12-year-old is marc… https://t.co/ki9WVaTFdx",84
-0.5574,Sat Mar 24 04:01:01 +0000 2018,0.833,0.167,0.0,CNN,"Sudan, a northern white rhino and the last male of his subspecies, has died. Photographer @Amivee chronicled the fi… https://t.co/4sYmt1UnBA",85
0.3182,Sat Mar 24 03:54:21 +0000 2018,0.881,0.0,0.119,CNN,"North Korea accepts South Korea’s proposal to hold high-level talks on March 29, Seoul's Unification Ministry says… https://t.co/NklKxXah6N",86
0.7096,Sat Mar 24 03:45:18 +0000 2018,0.642,0.087,0.272,CNN,How much of a struggle is it for transgender or intersex individuals to find acceptance and love in modern-day Indi… https://t.co/tIuvh9nxQY,87
-0.1796,Sat Mar 24 03:36:03 +0000 2018,0.693,0.169,0.138,CNN,The Trump era has been very good to Iraq War hawks | Analysis by CNN's Gregory Krieg https://t.co/V7rmQ91TcY https://t.co/bTKR2Vtt6C,88
0.128,Sat Mar 24 03:31:06 +0000 2018,0.919,0.0,0.081,CNN,At least one investigation has been launched into how a senior adviser to Veterans Affairs Secretary David Shulkin… https://t.co/obTgPuXNkK,89
-0.5423,Sat Mar 24 03:16:04 +0000 2018,0.8,0.2,0.0,CNN,"A video shows a fatal police shooting of an Illinois woman, and her family wants answers https://t.co/22G4LKFKj8",90
0.0,Sat Mar 24 03:07:37 +0000 2018,1.0,0.0,0.0,CNN,The 26 oddest lines from Donald Trump's totally bizarro omnibus signing announcement | Analysis by CNN's Chris Cill… https://t.co/a8gg0xIxix,91
0.0,Sat Mar 24 03:01:02 +0000 2018,0.769,0.115,0.115,CNN,Exclusive: Inside the base that would oversee a US nuclear strike https://t.co/KIFZL3gMMz https://t.co/fpqL5PGdqW,92
0.0,Sat Mar 24 02:51:23 +0000 2018,1.0,0.0,0.0,CNN,"Why I'm marching on Saturday ... in a wheelchair || Karina Vargas, who was shot outside her school in Colorado, wri… https://t.co/NlVwhhbu8C",93
-0.5574,Sat Mar 24 02:46:03 +0000 2018,0.847,0.153,0.0,CNN,"Five years on, Chinese doctor Zhang Qimao still simmers with rage over what happened to her when she reported a sex… https://t.co/adCpsQVwZg",94
-0.5574,Sat Mar 24 02:37:07 +0000 2018,0.833,0.167,0.0,CNN,RT @CNNTonight: The White House announces a policy to ban most transgender troops from serving in the military https://t.co/L8gejLhYc9 http…,95
0.743,Sat Mar 24 02:36:48 +0000 2018,0.76,0.0,0.24,CNN,"RT @AC360: Former Cambridge Analytica staff say a super PAC run by John Bolton, President Trump's new national security adviser, used the c…",96
-0.3818,Sat Mar 24 02:35:41 +0000 2018,0.86,0.14,0.0,CNN,"With Lt. Gen H.R. McMaster's departure, the White House is losing a real warrior, writes @peterbergencnn via… https://t.co/dSVJ5WvKgM",97
-0.2732,Sat Mar 24 02:30:18 +0000 2018,0.9,0.1,0.0,CNN,The lawyer representing the porn star suing President Donald Trump called a tweet he posted of an apparent data dis… https://t.co/Y8bkEh0OmG,98
-0.5719,Sat Mar 24 02:16:07 +0000 2018,0.793,0.207,0.0,CNN,"Former Deputy FBI Director Andrew McCabe is speaking out about his recent firing, saying the allegations of ""lack o… https://t.co/k2ORmOkeeH",99
-0.2732,Sat Mar 24 02:09:35 +0000 2018,0.913,0.087,0.0,CNN,Why build a bigger cruise ship when you can just cut one in half and add an extra 50 feet to the middle?… https://t.co/Gk41THywKV,100
0.0,Fri Mar 23 23:03:00 +0000 2018,1.0,0.0,0.0,FOX,That #FridayFeeling. 🙌 #Lucifer https://t.co/O7efenFaCg,1
0.0,Fri Mar 23 20:30:02 +0000 2018,1.0,0.0,0.0,FOX,"We'd say name a more iconic duo, but you can't. 👏 #Empire https://t.co/reBacVJMRx",2
0.5093,Fri Mar 23 20:25:52 +0000 2018,0.708,0.0,0.292,FOX,RT @ResidentFOX: RETWEET your favorite #CoNic moment! 😍👇 #TheResident,3
0.0,Fri Mar 23 18:58:06 +0000 2018,1.0,0.0,0.0,FOX,RT @NewGirlonFOX: Puppy. In. A. Cup. 🐶☕️😭 #NationalPuppyDay #NewGirl https://t.co/19Gp9JZQ44,4
0.0,Fri Mar 23 16:30:00 +0000 2018,1.0,0.0,0.0,FOX,Preach. #911onFOX https://t.co/lXWeC6Pa21,5
0.6557,Fri Mar 23 13:00:04 +0000 2018,0.737,0.0,0.263,FOX,Pizza is always a good idea... so is #MasterChefJunior. 😋 Join us in the kitchen — tonight at 8/7c. https://t.co/XVkf1YJN88,6
0.0,Thu Mar 22 23:31:00 +0000 2018,1.0,0.0,0.0,FOX,Don't ever change Linda. 🍷 #BobsBurgers https://t.co/IRp7ia5sV0,7
0.3612,Thu Mar 22 20:31:00 +0000 2018,0.815,0.0,0.185,FOX,Get ready to groove. #ShowtimeAtTheApollo is all-new TONIGHT at 9/8c. 🕺🎶 https://t.co/tX5V1AYTUg,8
0.1139,Thu Mar 22 17:23:11 +0000 2018,0.922,0.0,0.078,FOX,Her story is a fairytale for the modern age. Don't miss Meghan Markle: An #AmericanPrincess premiering May 11. 👑https://t.co/ahmrenw6VM,9
0.8357,Thu Mar 22 16:30:01 +0000 2018,0.574,0.0,0.426,FOX,So ready for these lovely ladies to be gracing our screen again. #STAR ❤️ https://t.co/wOUaUhUb8h,10
0.0,Thu Mar 22 13:00:00 +0000 2018,1.0,0.0,0.0,FOX,Stream the heart-pounding season finale of #911onFOX now: https://t.co/gx1exd6hbP https://t.co/79sYlTfdAz,11
-0.2244,Wed Mar 21 23:36:08 +0000 2018,0.914,0.086,0.0,FOX,RT @EmpireFOX: #Empire returns in one week! Don’t miss all the tea that’s being served NOW on the @Twitter #EmpirePreShow https://t.co/11H4…,12
-0.296,Wed Mar 21 23:36:00 +0000 2018,0.694,0.306,0.0,FOX,"We've missed you, Peralta. #Brooklyn99 https://t.co/l5klFlLFrl",13
0.0,Wed Mar 21 20:30:01 +0000 2018,1.0,0.0,0.0,FOX,"👽 Do you believe? 👽 
TONIGHT at 8/7c 
#TheXFiles https://t.co/faw0W9V0x4",14
0.4003,Wed Mar 21 16:35:00 +0000 2018,0.748,0.0,0.252,FOX,Get excited! 🎉 You're taking a trip from #LAtoVegas: https://t.co/nfqVfhytVZ https://t.co/L0FL07qtDo,15
0.0,Wed Mar 21 13:04:00 +0000 2018,1.0,0.0,0.0,FOX,Prepare yourself for the jaw-dropping season finale of #911onFOX — TONIGHT at 9/8c. https://t.co/8SCf3JUDKT,16
0.3182,Wed Mar 21 00:47:59 +0000 2018,0.887,0.0,0.113,FOX,"RT @thexfiles: We've NEVER been closer to the truth. 🚬 

Watch the trailer for tomorrow's season finale NOW. #TheXFiles https://t.co/SUx7Hf…",17
0.3612,Tue Mar 20 23:31:00 +0000 2018,0.828,0.0,0.172,FOX,RETWEET if you're ready for Kween Cookie to return to her #Empire. 🍪 https://t.co/w1kNwZtu3n,18
0.6103,Tue Mar 20 21:52:01 +0000 2018,0.778,0.0,0.222,FOX,"RT @LoveConnection: Lovers, UNITE! 😍😍😍
Season 2 of #LoveConnection PREMIERES Tuesday, May 29 on @FOXTV! https://t.co/AY49PaBxCa",19
0.8176,Tue Mar 20 21:51:53 +0000 2018,0.702,0.0,0.298,FOX,RT @davidduchovny: Thanks for all the questions and support this season. It’s always been about the fans and the creative. See you tomorrow…,20
0.0,Fri Mar 23 23:03:00 +0000 2018,1.0,0.0,0.0,FOX,That #FridayFeeling. 🙌 #Lucifer https://t.co/O7efenFaCg,21
0.0,Fri Mar 23 20:30:02 +0000 2018,1.0,0.0,0.0,FOX,"We'd say name a more iconic duo, but you can't. 👏 #Empire https://t.co/reBacVJMRx",22
0.5093,Fri Mar 23 20:25:52 +0000 2018,0.708,0.0,0.292,FOX,RT @ResidentFOX: RETWEET your favorite #CoNic moment! 😍👇 #TheResident,23
0.0,Fri Mar 23 18:58:06 +0000 2018,1.0,0.0,0.0,FOX,RT @NewGirlonFOX: Puppy. In. A. Cup. 🐶☕️😭 #NationalPuppyDay #NewGirl https://t.co/19Gp9JZQ44,24
0.0,Fri Mar 23 16:30:00 +0000 2018,1.0,0.0,0.0,FOX,Preach. #911onFOX https://t.co/lXWeC6Pa21,25
0.6557,Fri Mar 23 13:00:04 +0000 2018,0.737,0.0,0.263,FOX,Pizza is always a good idea... so is #MasterChefJunior. 😋 Join us in the kitchen — tonight at 8/7c. https://t.co/XVkf1YJN88,26
0.0,Thu Mar 22 23:31:00 +0000 2018,1.0,0.0,0.0,FOX,Don't ever change Linda. 🍷 #BobsBurgers https://t.co/IRp7ia5sV0,27
0.3612,Thu Mar 22 20:31:00 +0000 2018,0.815,0.0,0.185,FOX,Get ready to groove. #ShowtimeAtTheApollo is all-new TONIGHT at 9/8c. 🕺🎶 https://t.co/tX5V1AYTUg,28
0.1139,Thu Mar 22 17:23:11 +0000 2018,0.922,0.0,0.078,FOX,Her story is a fairytale for the modern age. Don't miss Meghan Markle: An #AmericanPrincess premiering May 11. 👑https://t.co/ahmrenw6VM,29
0.8357,Thu Mar 22 16:30:01 +0000 2018,0.574,0.0,0.426,FOX,So ready for these lovely ladies to be gracing our screen again. #STAR ❤️ https://t.co/wOUaUhUb8h,30
0.0,Thu Mar 22 13:00:00 +0000 2018,1.0,0.0,0.0,FOX,Stream the heart-pounding season finale of #911onFOX now: https://t.co/gx1exd6hbP https://t.co/79sYlTfdAz,31
-0.2244,Wed Mar 21 23:36:08 +0000 2018,0.914,0.086,0.0,FOX,RT @EmpireFOX: #Empire returns in one week! Don’t miss all the tea that’s being served NOW on the @Twitter #EmpirePreShow https://t.co/11H4…,32
-0.296,Wed Mar 21 23:36:00 +0000 2018,0.694,0.306,0.0,FOX,"We've missed you, Peralta. #Brooklyn99 https://t.co/l5klFlLFrl",33
0.0,Wed Mar 21 20:30:01 +0000 2018,1.0,0.0,0.0,FOX,"👽 Do you believe? 👽 
TONIGHT at 8/7c 
#TheXFiles https://t.co/faw0W9V0x4",34
0.4003,Wed Mar 21 16:35:00 +0000 2018,0.748,0.0,0.252,FOX,Get excited! 🎉 You're taking a trip from #LAtoVegas: https://t.co/nfqVfhytVZ https://t.co/L0FL07qtDo,35
0.0,Wed Mar 21 13:04:00 +0000 2018,1.0,0.0,0.0,FOX,Prepare yourself for the jaw-dropping season finale of #911onFOX — TONIGHT at 9/8c. https://t.co/8SCf3JUDKT,36
0.3182,Wed Mar 21 00:47:59 +0000 2018,0.887,0.0,0.113,FOX,"RT @thexfiles: We've NEVER been closer to the truth. 🚬 

Watch the trailer for tomorrow's season finale NOW. #TheXFiles https://t.co/SUx7Hf…",37
0.3612,Tue Mar 20 23:31:00 +0000 2018,0.828,0.0,0.172,FOX,RETWEET if you're ready for Kween Cookie to return to her #Empire. 🍪 https://t.co/w1kNwZtu3n,38
0.6103,Tue Mar 20 21:52:01 +0000 2018,0.778,0.0,0.222,FOX,"RT @LoveConnection: Lovers, UNITE! 😍😍😍
Season 2 of #LoveConnection PREMIERES Tuesday, May 29 on @FOXTV! https://t.co/AY49PaBxCa",39
0.8176,Tue Mar 20 21:51:53 +0000 2018,0.702,0.0,0.298,FOX,RT @davidduchovny: Thanks for all the questions and support this season. It’s always been about the fans and the creative. See you tomorrow…,40
0.0,Fri Mar 23 23:03:00 +0000 2018,1.0,0.0,0.0,FOX,That #FridayFeeling. 🙌 #Lucifer https://t.co/O7efenFaCg,41
0.0,Fri Mar 23 20:30:02 +0000 2018,1.0,0.0,0.0,FOX,"We'd say name a more iconic duo, but you can't. 👏 #Empire https://t.co/reBacVJMRx",42
0.5093,Fri Mar 23 20:25:52 +0000 2018,0.708,0.0,0.292,FOX,RT @ResidentFOX: RETWEET your favorite #CoNic moment! 😍👇 #TheResident,43
0.0,Fri Mar 23 18:58:06 +0000 2018,1.0,0.0,0.0,FOX,RT @NewGirlonFOX: Puppy. In. A. Cup. 🐶☕️😭 #NationalPuppyDay #NewGirl https://t.co/19Gp9JZQ44,44
0.0,Fri Mar 23 16:30:00 +0000 2018,1.0,0.0,0.0,FOX,Preach. #911onFOX https://t.co/lXWeC6Pa21,45
0.6557,Fri Mar 23 13:00:04 +0000 2018,0.737,0.0,0.263,FOX,Pizza is always a good idea... so is #MasterChefJunior. 😋 Join us in the kitchen — tonight at 8/7c. https://t.co/XVkf1YJN88,46
0.0,Thu Mar 22 23:31:00 +0000 2018,1.0,0.0,0.0,FOX,Don't ever change Linda. 🍷 #BobsBurgers https://t.co/IRp7ia5sV0,47
0.3612,Thu Mar 22 20:31:00 +0000 2018,0.815,0.0,0.185,FOX,Get ready to groove. #ShowtimeAtTheApollo is all-new TONIGHT at 9/8c. 🕺🎶 https://t.co/tX5V1AYTUg,48
0.1139,Thu Mar 22 17:23:11 +0000 2018,0.922,0.0,0.078,FOX,Her story is a fairytale for the modern age. Don't miss Meghan Markle: An #AmericanPrincess premiering May 11. 👑https://t.co/ahmrenw6VM,49
0.8357,Thu Mar 22 16:30:01 +0000 2018,0.574,0.0,0.426,FOX,So ready for these lovely ladies to be gracing our screen again. #STAR ❤️ https://t.co/wOUaUhUb8h,50
0.0,Thu Mar 22 13:00:00 +0000 2018,1.0,0.0,0.0,FOX,Stream the heart-pounding season finale of #911onFOX now: https://t.co/gx1exd6hbP https://t.co/79sYlTfdAz,51
-0.2244,Wed Mar 21 23:36:08 +0000 2018,0.914,0.086,0.0,FOX,RT @EmpireFOX: #Empire returns in one week! Don’t miss all the tea that’s being served NOW on the @Twitter #EmpirePreShow https://t.co/11H4…,52
-0.296,Wed Mar 21 23:36:00 +0000 2018,0.694,0.306,0.0,FOX,"We've missed you, Peralta. #Brooklyn99 https://t.co/l5klFlLFrl",53
0.0,Wed Mar 21 20:30:01 +0000 2018,1.0,0.0,0.0,FOX,"👽 Do you believe? 👽 
TONIGHT at 8/7c 
#TheXFiles https://t.co/faw0W9V0x4",54
0.4003,Wed Mar 21 16:35:00 +0000 2018,0.748,0.0,0.252,FOX,Get excited! 🎉 You're taking a trip from #LAtoVegas: https://t.co/nfqVfhytVZ https://t.co/L0FL07qtDo,55
0.0,Wed Mar 21 13:04:00 +0000 2018,1.0,0.0,0.0,FOX,Prepare yourself for the jaw-dropping season finale of #911onFOX — TONIGHT at 9/8c. https://t.co/8SCf3JUDKT,56
0.3182,Wed Mar 21 00:47:59 +0000 2018,0.887,0.0,0.113,FOX,"RT @thexfiles: We've NEVER been closer to the truth. 🚬 

Watch the trailer for tomorrow's season finale NOW. #TheXFiles https://t.co/SUx7Hf…",57
0.3612,Tue Mar 20 23:31:00 +0000 2018,0.828,0.0,0.172,FOX,RETWEET if you're ready for Kween Cookie to return to her #Empire. 🍪 https://t.co/w1kNwZtu3n,58
0.6103,Tue Mar 20 21:52:01 +0000 2018,0.778,0.0,0.222,FOX,"RT @LoveConnection: Lovers, UNITE! 😍😍😍
Season 2 of #LoveConnection PREMIERES Tuesday, May 29 on @FOXTV! https://t.co/AY49PaBxCa",59
0.8176,Tue Mar 20 21:51:53 +0000 2018,0.702,0.0,0.298,FOX,RT @davidduchovny: Thanks for all the questions and support this season. It’s always been about the fans and the creative. See you tomorrow…,60
0.0,Fri Mar 23 23:03:00 +0000 2018,1.0,0.0,0.0,FOX,That #FridayFeeling. 🙌 #Lucifer https://t.co/O7efenFaCg,61
0.0,Fri Mar 23 20:30:02 +0000 2018,1.0,0.0,0.0,FOX,"We'd say name a more iconic duo, but you can't. 👏 #Empire https://t.co/reBacVJMRx",62
0.5093,Fri Mar 23 20:25:52 +0000 2018,0.708,0.0,0.292,FOX,RT @ResidentFOX: RETWEET your favorite #CoNic moment! 😍👇 #TheResident,63
0.0,Fri Mar 23 18:58:06 +0000 2018,1.0,0.0,0.0,FOX,RT @NewGirlonFOX: Puppy. In. A. Cup. 🐶☕️😭 #NationalPuppyDay #NewGirl https://t.co/19Gp9JZQ44,64
0.0,Fri Mar 23 16:30:00 +0000 2018,1.0,0.0,0.0,FOX,Preach. #911onFOX https://t.co/lXWeC6Pa21,65
0.6557,Fri Mar 23 13:00:04 +0000 2018,0.737,0.0,0.263,FOX,Pizza is always a good idea... so is #MasterChefJunior. 😋 Join us in the kitchen — tonight at 8/7c. https://t.co/XVkf1YJN88,66
0.0,Thu Mar 22 23:31:00 +0000 2018,1.0,0.0,0.0,FOX,Don't ever change Linda. 🍷 #BobsBurgers https://t.co/IRp7ia5sV0,67
0.3612,Thu Mar 22 20:31:00 +0000 2018,0.815,0.0,0.185,FOX,Get ready to groove. #ShowtimeAtTheApollo is all-new TONIGHT at 9/8c. 🕺🎶 https://t.co/tX5V1AYTUg,68
0.1139,Thu Mar 22 17:23:11 +0000 2018,0.922,0.0,0.078,FOX,Her story is a fairytale for the modern age. Don't miss Meghan Markle: An #AmericanPrincess premiering May 11. 👑https://t.co/ahmrenw6VM,69
0.8357,Thu Mar 22 16:30:01 +0000 2018,0.574,0.0,0.426,FOX,So ready for these lovely ladies to be gracing our screen again. #STAR ❤️ https://t.co/wOUaUhUb8h,70
0.0,Thu Mar 22 13:00:00 +0000 2018,1.0,0.0,0.0,FOX,Stream the heart-pounding season finale of #911onFOX now: https://t.co/gx1exd6hbP https://t.co/79sYlTfdAz,71
-0.2244,Wed Mar 21 23:36:08 +0000 2018,0.914,0.086,0.0,FOX,RT @EmpireFOX: #Empire returns in one week! Don’t miss all the tea that’s being served NOW on the @Twitter #EmpirePreShow https://t.co/11H4…,72
-0.296,Wed Mar 21 23:36:00 +0000 2018,0.694,0.306,0.0,FOX,"We've missed you, Peralta. #Brooklyn99 https://t.co/l5klFlLFrl",73
0.0,Wed Mar 21 20:30:01 +0000 2018,1.0,0.0,0.0,FOX,"👽 Do you believe? 👽 
TONIGHT at 8/7c 
#TheXFiles https://t.co/faw0W9V0x4",74
0.4003,Wed Mar 21 16:35:00 +0000 2018,0.748,0.0,0.252,FOX,Get excited! 🎉 You're taking a trip from #LAtoVegas: https://t.co/nfqVfhytVZ https://t.co/L0FL07qtDo,75
0.0,Wed Mar 21 13:04:00 +0000 2018,1.0,0.0,0.0,FOX,Prepare yourself for the jaw-dropping season finale of #911onFOX — TONIGHT at 9/8c. https://t.co/8SCf3JUDKT,76
0.3182,Wed Mar 21 00:47:59 +0000 2018,0.887,0.0,0.113,FOX,"RT @thexfiles: We've NEVER been closer to the truth. 🚬 

Watch the trailer for tomorrow's season finale NOW. #TheXFiles https://t.co/SUx7Hf…",77
0.3612,Tue Mar 20 23:31:00 +0000 2018,0.828,0.0,0.172,FOX,RETWEET if you're ready for Kween Cookie to return to her #Empire. 🍪 https://t.co/w1kNwZtu3n,78
0.6103,Tue Mar 20 21:52:01 +0000 2018,0.778,0.0,0.222,FOX,"RT @LoveConnection: Lovers, UNITE! 😍😍😍
Season 2 of #LoveConnection PREMIERES Tuesday, May 29 on @FOXTV! https://t.co/AY49PaBxCa",79
0.8176,Tue Mar 20 21:51:53 +0000 2018,0.702,0.0,0.298,FOX,RT @davidduchovny: Thanks for all the questions and support this season. It’s always been about the fans and the creative. See you tomorrow…,80
0.0,Fri Mar 23 23:03:00 +0000 2018,1.0,0.0,0.0,FOX,That #FridayFeeling. 🙌 #Lucifer https://t.co/O7efenFaCg,81
0.0,Fri Mar 23 20:30:02 +0000 2018,1.0,0.0,0.0,FOX,"We'd say name a more iconic duo, but you can't. 👏 #Empire https://t.co/reBacVJMRx",82
0.5093,Fri Mar 23 20:25:52 +0000 2018,0.708,0.0,0.292,FOX,RT @ResidentFOX: RETWEET your favorite #CoNic moment! 😍👇 #TheResident,83
0.0,Fri Mar 23 18:58:06 +0000 2018,1.0,0.0,0.0,FOX,RT @NewGirlonFOX: Puppy. In. A. Cup. 🐶☕️😭 #NationalPuppyDay #NewGirl https://t.co/19Gp9JZQ44,84
0.0,Fri Mar 23 16:30:00 +0000 2018,1.0,0.0,0.0,FOX,Preach. #911onFOX https://t.co/lXWeC6Pa21,85
0.6557,Fri Mar 23 13:00:04 +0000 2018,0.737,0.0,0.263,FOX,Pizza is always a good idea... so is #MasterChefJunior. 😋 Join us in the kitchen — tonight at 8/7c. https://t.co/XVkf1YJN88,86
0.0,Thu Mar 22 23:31:00 +0000 2018,1.0,0.0,0.0,FOX,Don't ever change Linda. 🍷 #BobsBurgers https://t.co/IRp7ia5sV0,87
0.3612,Thu Mar 22 20:31:00 +0000 2018,0.815,0.0,0.185,FOX,Get ready to groove. #ShowtimeAtTheApollo is all-new TONIGHT at 9/8c. 🕺🎶 https://t.co/tX5V1AYTUg,88
0.1139,Thu Mar 22 17:23:11 +0000 2018,0.922,0.0,0.078,FOX,Her story is a fairytale for the modern age. Don't miss Meghan Markle: An #AmericanPrincess premiering May 11. 👑https://t.co/ahmrenw6VM,89
0.8357,Thu Mar 22 16:30:01 +0000 2018,0.574,0.0,0.426,FOX,So ready for these lovely ladies to be gracing our screen again. #STAR ❤️ https://t.co/wOUaUhUb8h,90
0.0,Thu Mar 22 13:00:00 +0000 2018,1.0,0.0,0.0,FOX,Stream the heart-pounding season finale of #911onFOX now: https://t.co/gx1exd6hbP https://t.co/79sYlTfdAz,91
-0.2244,Wed Mar 21 23:36:08 +0000 2018,0.914,0.086,0.0,FOX,RT @EmpireFOX: #Empire returns in one week! Don’t miss all the tea that’s being served NOW on the @Twitter #EmpirePreShow https://t.co/11H4…,92
-0.296,Wed Mar 21 23:36:00 +0000 2018,0.694,0.306,0.0,FOX,"We've missed you, Peralta. #Brooklyn99 https://t.co/l5klFlLFrl",93
0.0,Wed Mar 21 20:30:01 +0000 2018,1.0,0.0,0.0,FOX,"👽 Do you believe? 👽 
TONIGHT at 8/7c 
#TheXFiles https://t.co/faw0W9V0x4",94
0.4003,Wed Mar 21 16:35:00 +0000 2018,0.748,0.0,0.252,FOX,Get excited! 🎉 You're taking a trip from #LAtoVegas: https://t.co/nfqVfhytVZ https://t.co/L0FL07qtDo,95
0.0,Wed Mar 21 13:04:00 +0000 2018,1.0,0.0,0.0,FOX,Prepare yourself for the jaw-dropping season finale of #911onFOX — TONIGHT at 9/8c. https://t.co/8SCf3JUDKT,96
0.3182,Wed Mar 21 00:47:59 +0000 2018,0.887,0.0,0.113,FOX,"RT @thexfiles: We've NEVER been closer to the truth. 🚬 

Watch the trailer for tomorrow's season finale NOW. #TheXFiles https://t.co/SUx7Hf…",97
0.3612,Tue Mar 20 23:31:00 +0000 2018,0.828,0.0,0.172,FOX,RETWEET if you're ready for Kween Cookie to return to her #Empire. 🍪 https://t.co/w1kNwZtu3n,98
0.6103,Tue Mar 20 21:52:01 +0000 2018,0.778,0.0,0.222,FOX,"RT @LoveConnection: Lovers, UNITE! 😍😍😍
Season 2 of #LoveConnection PREMIERES Tuesday, May 29 on @FOXTV! https://t.co/AY49PaBxCa",99
